Der Versuch Tomaten Reifegradbestimmung wurde mit dem Dpark fun NIR Triad durchgeführt. der misst 18 wellenlängen von 410 bis 940 nm. Die Umgebung war verdunkerlt und Klimatisiert auf 22°C.  Die Studenten  Leonhard, Samuel, Frederik und Luzia aheb die Messungen durchgeführt. Zur Kallibreirung wurde ein Refraktometer benutzt und der Frucktose gehalt der Früchte gemessen.Zielsetzung kalibreirung des NIR Sensors zu finden die am besten zu den gemessenen Daten passt

Counter;Messobjekt;Kurz;Tomate;Rispe;Reihe;Tag;Brix;Temp0;Temp1;Temp2;A_410;B_435;C_460;D_485;E_510;F_535;G_560;H_585;R_610;I_645;S_680;J_705;T_730;U_760;V_810;W_860;K_900;L_940
1058;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;33;40;31;592.82;1386.11;2517.97;1098.55;1279.41;1854.09;1123.35;1881.02;9808.45;3755.83;4359.21;906.62;976.83;568.63;2183.90;1784.58;1446.27;937.77
1059;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;33;40;31;633.48;1314.48;2468.00;489.49;1619.93;2162.17;650.77;767.54;5197.53;1847.81;4089.10;310.93;712.10;496.86;2168.49;1483.04;1189.97;463.62
1060;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;33;40;31;278.11;977.64;1895.21;603.04;1223.52;1536.15;1083.61;1802.72;8391.46;3695.62;1443.63;865.10;734.35;486.49;945.11;1814.85;1793.40;833.36
1061;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;33;41;31;465.96;1497.43;2322.88;917.89;1200.42;1764.56;728.43;1427.80;4329.57;1243.78;2403.69;472.49;573.21;456.98;886.70;1617.56;760.45;951.18
1062;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;33;40;31;292.75;1192.52;3435.78;632.29;1648.99;1155.46;1079.40;1584.42;5730.61;732.76;1892.80;731.52;449.66;273.55;1039.22;987.57;613.29;763.43
1063;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;34;41;31;449.70;1221.56;2655.40;755.30;1467.18;1397.97;588.76;1030.89;16007.22;4425.45;915.55;844.79;1466.40;978.56;593.84;4743.94;1884.23;699.26
1064;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;34;41;31;796.12;2270.82;2775.54;1086.50;1514.87;2164.99;1721.14;2228.59;12069.49;4327.06;1159.35;1182.35;778.09;479.31;857.50;2206.07;1926.48;693.51
1065;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;34;41;31;663.57;2159.51;2271.94;1062.42;1234.70;1701.11;955.39;2142.23;3331.75;2607.98;3832.14;714.82;369.86;252.81;2330.74;615.41;1866.63;1040.26
1066;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;34;41;31;403.35;1178.00;4857.19;755.30;1470.91;1464.24;1980.00;2644.81;11005.60;702.41;3129.04;1139.47;949.21;665.13;1354.80;2903.31;425.29;760.56
1067;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;34;41;32;757.09;2125.63;3668.36;1128.66;1779.39;2480.11;1331.04;1979.72;5906.03;3694.64;1461.84;859.68;543.28;330.17;1169.02;1148.99;1788.47;893.71
1068;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;34;41;31;1021.37;2287.28;2623.69;997.04;1299.52;2246.06;2229.84;3282.00;7854.96;3124.88;2370.30;1268.54;569.37;322.20;1375.89;864.27;1817.34;886.04
1069;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;34;41;31;524.51;1228.34;2572.75;813.80;1683.27;1499.49;1531.51;2732.23;9275.37;1639.29;4423.95;1039.29;897.03;603.72;2222.84;2185.89;907.61;983.75
1070;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;34;42;32;970.96;2204.03;3405.03;1021.12;1569.26;3511.49;728.43;1032.50;9226.39;2678.47;3915.09;599.75;1001.39;586.18;2549.78;1801.40;1452.61;632.20
1071;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;34;41;32;876.63;2395.69;2326.72;1206.94;1453.02;1995.79;1944.49;3075.50;5919.70;823.81;4243.88;1062.76;492.64;294.29;1710.13;768.98;554.14;891.79
1072;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;1336.89;2398.59;2436.28;924.77;1411.30;2698.65;1145.02;1580.12;8015.57;2607.00;5094.68;693.61;867.87;545.50;2948.10;1739.74;1653.99;678.18
1073;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;1214.10;2748.99;5550.11;1327.37;2093.84;2994.74;921.07;1689.54;7619.18;1538.95;3437.59;883.60;875.54;484.10;1925.11;1101.91;1034.36;952.14
1074;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;835.97;2003.67;4484.30;1134.68;1473.14;2556.25;818.13;1484.12;3482.11;4135.67;1010.64;531.15;540.21;370.05;519.20;677.07;1511.05;909.03
1075;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;1009.99;2173.06;3792.34;1218.12;2232.44;2043.73;900.60;1364.51;11774.47;793.95;2942.90;800.11;1042.05;681.88;1026.24;2558.05;623.85;738.53
1076;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;1528.81;2335.68;4430.48;816.38;1839.75;3084.28;1015.59;1397.76;8016.71;1793.97;3425.45;653.45;765.04;450.60;2141.71;1112.00;980.14;607.30
1077;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;1127.90;2658.01;3039.83;1066.72;1653.47;2777.61;1108.30;1943.24;15863.70;5198.35;1151.26;1188.66;1269.19;732.13;875.34;2503.12;1881.42;771.10
1078;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;658.69;1837.18;3154.19;650.35;1788.34;2786.78;922.28;1172.49;6805.89;1841.94;6413.87;548.75;824.90;559.86;2739.61;1524.52;1153.35;561.32
1079;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;648.12;1283.51;3687.58;738.10;1496.24;1914.72;1505.62;1971.67;15073.19;1861.52;4242.87;1139.47;1292.98;820.65;2414.30;2990.75;1161.80;671.48
1080;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;415.54;1149.93;5147.43;758.75;1863.59;1671.50;920.47;1675.06;12443.10;1758.72;1887.74;905.71;1150.25;751.27;955.66;3536.66;955.49;813.24
1081;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;801.00;1804.27;4014.34;766.49;2195.18;2767.04;907.83;1278.15;7716.00;2529.18;2402.67;652.10;727.44;454.59;1432.68;1458.38;1392.76;645.61
1082;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;548.09;1447.09;4134.47;777.67;1507.42;2597.14;639.33;1029.82;16090.37;3279.56;1287.83;783.42;1563.08;1025.61;894.00;4372.90;1453.31;636.04
1083;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;43;32;822.95;2167.25;3552.07;1051.23;1496.99;2327.84;720.60;1235.24;8361.84;4516.00;1964.63;465.27;976.83;701.02;1424.56;2652.21;1854.66;740.44
1084;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;591.19;1515.82;3710.65;875.74;1853.91;2259.45;2162.41;3357.63;6747.80;3616.33;929.71;1223.86;620.78;378.03;648.19;809.34;1509.64;933.94
1085;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;489.54;1361.91;2497.79;1056.39;1230.97;2341.94;948.16;2289.73;8709.26;3191.45;3922.17;890.82;963.79;662.74;2021.65;2495.28;1537.80;1016.32
1086;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;332.60;1373.53;2694.81;716.59;1280.15;1471.29;1778.93;3402.15;7542.86;5308.97;926.67;1775.32;530.24;271.16;816.12;710.69;2622.86;1268.24
1087;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;302.51;939.88;2047.05;498.09;953.03;1036.32;672.44;1020.70;18497.21;2769.51;2993.48;1081.26;1418.05;781.57;2175.79;3622.97;1926.48;653.28
1088;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;35;42;32;500.12;1360.95;2331.53;698.53;1076.73;1310.55;1213.65;1998.49;20758.24;1762.15;5427.51;1458.98;1525.48;842.18;3206.08;3585.98;1416.70;788.34
1089;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;43;33;1072.61;1725.86;2428.59;903.27;2464.18;2076.16;1557.40;2503.21;19305.94;2970.20;4680.91;1432.35;1642.89;1014.45;1978.65;3133.11;1433.59;793.13
1090;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;43;33;805.06;1160.58;2888.94;627.13;1439.61;4082.53;668.83;1006.75;17756.82;2546.80;7010.75;812.75;2292.06;1388.49;3369.14;3425.68;1387.12;714.58
1091;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;43;33;2311.10;3967.65;3290.66;698.53;1833.79;8349.05;819.33;867.84;5907.17;3718.63;4350.10;311.38;1256.14;687.46;2942.42;770.11;1753.27;477.03
1092;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;43;33;885.57;1525.50;4268.06;1057.25;2024.55;2523.82;1060.14;2195.87;9677.46;4887.52;1893.81;1023.95;1196.29;814.27;777.18;1981.87;1650.46;1031.64
1093;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;43;33;1546.70;2862.24;4651.52;1243.93;2175.06;2964.43;1675.99;2888.85;9816.43;5236.53;1381.92;1601.58;784.23;385.20;1097.63;905.74;1823.68;1106.36
1094;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;43;33;1928.09;3356.87;3231.08;1447.81;1795.04;3452.98;1538.73;2614.23;7451.74;4939.90;4604.03;976.11;725.14;411.52;2302.34;986.45;1827.90;914.78
1095;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;44;33;1053.09;2270.82;7002.27;1389.31;2359.11;2538.62;942.14;1915.35;11458.95;2648.12;1881.67;808.24;1143.34;776.79;936.19;2625.31;1077.31;950.22
1096;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;43;33;779.86;1988.18;2394.00;1369.53;1589.38;2560.48;827.76;1562.96;3526.53;4528.24;3839.22;474.29;595.46;422.69;1539.76;802.61;1478.66;974.17
1097;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;37;43;33;953.07;2352.13;3411.76;1091.66;1674.33;2454.73;2085.36;3047.08;7492.74;5069.61;1432.50;1116.91;598.53;370.85;1004.33;1094.07;2026.47;761.52
1098;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;43;33;929.48;2159.51;3975.90;1114.03;2082.67;2678.91;1166.09;2463.51;3775.99;2607.98;4802.31;794.70;442.76;283.12;2667.41;618.78;1379.38;978.96
1099;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;44;33;1092.94;2024.96;6065.24;1139.84;1526.79;3044.09;2775.86;4573.57;11232.28;2409.74;1026.83;1814.59;935.39;493.67;578.42;1181.50;1017.46;1150.42
1100;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;44;33;1050.65;1730.70;2648.68;837.03;1332.31;2982.76;1613.38;1946.46;6991.55;2729.87;5711.79;811.40;750.46;482.50;3169.57;994.30;1357.55;598.68
1101;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;37;43;33;527.76;1364.82;4604.43;917.03;1763.75;1876.65;1355.72;2480.68;9848.32;2722.52;3707.70;998.23;1018.27;692.25;2116.56;2334.98;1286.43;876.46
1102;20101T5;2To1Ri1Re5Ta;2To;1Ri;1Re;5Ta;7.133333333;36;44;33;439.94;614.65;1159.04;532.50;865.85;915.06;751.91;948.29;3555.01;854.64;2741.58;299.65;567.07;482.50;602.76;851.94;361.92;364.95
1103;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;35;40;33;1286.48;4253.20;8891.71;2074.94;6399.26;9815.40;896.39;2134.19;8627.25;5022.13;1185.66;1464.39;1239.26;539.92;928.89;873.24;4176.15;2004.85
1104;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;42;33;727.00;2545.72;5108.99;1573.41;3616.91;4042.34;1141.41;2649.10;13740.49;3188.51;4879.20;1580.37;1252.31;622.86;2822.36;2098.45;2608.78;1555.60
1105;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;42;33;908.34;2153.70;1974.97;1877.08;2357.62;3931.66;919.27;2066.07;10686.67;2505.19;5253.51;1305.54;1171.74;662.74;2875.90;2181.41;1496.26;1553.69
1106;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;42;33;1325.51;2144.99;8793.68;951.44;4255.49;4803.01;1194.99;1942.17;21962.23;4208.11;5358.72;1348.87;2049.58;1265.67;2828.85;4567.95;2091.95;883.17
1107;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;42;33;1701.21;3267.82;6064.28;1257.69;2915.73;6915.83;1028.23;1597.82;17000.48;5813.63;2533.18;1132.25;1661.30;953.84;1899.96;3318.07;2985.48;927.23
1108;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;33;1871.16;5542.51;9421.25;1859.01;3339.72;8852.40;781.41;988.52;6355.96;4887.52;1371.80;478.35;1066.61;637.22;909.42;1332.83;2437.67;732.78
1109;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;33;837.59;2162.41;3053.28;1411.68;1610.25;3654.60;1435.79;3496.01;11177.60;3351.51;5738.09;1829.03;1013.66;520.78;2447.56;1516.67;1808.19;1842.97
1110;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;33;1167.75;2629.94;7428.02;994.46;2326.33;4696.56;1425.56;3125.39;11422.50;4245.32;5309.15;1404.37;1024.41;563.85;3172.01;1718.45;2522.87;1323.80
1111;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;33;1693.89;2656.07;2842.81;1217.26;2252.56;5770.24;1079.40;2079.48;12924.92;7046.16;4230.73;1264.48;1433.40;809.48;3126.58;2182.53;3755.09;1336.25
1112;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;33;2102.93;4229.00;1653.98;1827.18;2831.53;5558.04;716.39;1126.90;12657.24;5501.34;3637.90;830.35;1512.44;935.49;1929.98;3189.16;2715.80;974.17
1113;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;33;1259.64;3745.99;3044.63;1438.35;2774.90;5271.82;550.84;756.81;15684.87;5869.92;1845.25;539.28;1854.67;1253.70;1176.32;5666.50;2953.09;699.26
1114;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;33;2030.55;6671.15;6889.83;2417.32;3779.35;13615.23;692.31;1501.82;8410.82;2871.33;4486.68;1085.77;1281.47;605.32;2472.71;1131.06;1941.27;1555.60
1115;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;33;1253.95;2482.81;8590.90;2043.97;3540.91;7667.34;834.38;1367.19;18768.30;3561.01;3413.31;1004.54;2144.73;1302.35;2097.09;4557.86;2149.69;955.97
1116;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;33;2163.92;4291.92;3909.59;1139.84;2476.10;7465.01;803.08;1160.69;9636.45;6251.72;3683.42;626.37;1292.21;799.91;2446.75;2104.06;3379.09;753.86
1117;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;43;33;544.84;1601.00;12334.22;1366.95;3050.60;2145.95;1958.93;3762.59;21474.71;1710.75;3376.89;2093.47;1391.20;704.21;1289.08;3406.63;1104.06;1734.73
1118;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;33;631.85;1702.63;3824.05;988.43;2081.18;3827.32;603.81;1050.20;17446.99;6582.12;3419.38;930.98;1951.36;1230.58;2619.54;5104.89;3641.02;855.39
1119;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;44;33;657.06;1524.53;3491.53;1310.17;2090.86;3458.62;581.54;1074.87;20931.38;4462.16;3995.01;982.43;2261.37;1481.80;2074.38;6752.72;2372.89;794.09
1120;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;44;34;1376.74;3623.06;2434.36;1701.59;2403.82;5930.98;1244.35;2303.14;17426.49;2650.57;6693.09;1435.96;1684.32;909.97;3464.87;2888.74;1632.16;1245.25
1121;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;43;34;569.24;1332.87;11457.74;843.05;3154.92;2855.86;1357.53;2552.01;14475.18;1759.70;3306.08;1255.45;1348.99;867.70;1526.78;3466.04;1023.09;1124.56
1122;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;44;34;1311.69;2389.88;6760.08;802.62;2499.20;5055.39;1397.26;2178.17;20140.87;4071.55;3602.49;1325.40;1660.54;1027.21;2112.51;4380.75;2491.19;949.26
1123;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;33;426.93;1156.71;4088.34;689.06;2151.22;2819.91;924.68;2125.07;22531.76;4916.40;3834.16;1673.79;1669.74;917.15;2254.48;5077.99;2846.77;1549.86
1124;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;424.49;1088.95;5081.12;993.60;2475.35;3378.96;917.46;2226.44;18570.11;2583.51;5094.68;1436.42;1760.29;1016.84;2843.45;5033.15;1879.30;1335.29
1125;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;44;34;1937.85;3485.61;5145.51;1170.81;3462.67;8465.37;811.51;1104.91;7673.85;5985.93;2875.11;471.58;1302.95;861.32;2070.32;1946.00;3370.64;678.18
1126;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;44;34;740.01;1300.93;7194.48;802.62;1592.36;4621.13;733.25;1411.17;16518.66;1694.60;6705.23;926.92;1860.81;1228.18;3109.54;4960.29;1082.24;1005.78
1127;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;36;44;34;666.82;1897.19;5609.70;983.27;2222.75;3520.66;1628.43;3183.31;11703.85;3978.06;2887.25;1475.23;1016.73;581.39;1822.08;2059.22;2560.19;1535.49
1128;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1545.07;4240.61;2006.69;1074.46;1735.43;5504.46;1293.11;2208.74;11389.47;3529.20;5528.68;1054.18;1055.10;613.29;3634.42;2121.99;2716.51;1064.21
1129;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;688.78;1749.10;9644.22;773.37;3102.76;4093.10;885.55;1968.99;13939.83;2282.47;2680.88;1111.95;1517.81;929.91;1090.33;3446.98;1400.50;1153.29
1130;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;644.86;1472.26;4238.27;1218.12;2605.75;2954.56;703.75;1364.51;17171.34;3112.15;3424.44;1018.08;1856.98;1215.42;1881.30;5524.14;2139.83;964.59
1131;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1804.48;4625.86;4043.17;1521.79;1996.23;6776.95;1063.75;1841.87;7049.65;5524.34;2173.03;674.66;910.07;539.92;1437.54;1431.48;3206.58;926.27
1132;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1425.53;2875.80;7893.17;2114.51;2982.80;6470.28;699.53;1495.38;9389.28;2707.84;4484.65;810.49;1332.11;851.75;2626.03;2797.94;1713.13;1216.51
1133;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;767.66;1367.72;2320.96;2140.32;1913.52;2382.82;822.34;1856.35;13403.33;4620.75;3802.80;984.24;1491.72;988.13;1880.49;4032.13;2488.37;1296.98
1134;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1288.92;3424.63;5634.69;1380.71;3039.43;5094.87;985.49;1832.75;8352.73;3433.75;3457.83;908.42;997.55;571.82;1766.10;1401.21;2020.83;1039.30
1135;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;761.96;2661.88;10535.12;1382.43;3040.17;3530.53;1792.18;3286.29;15417.19;2192.90;2045.56;1608.35;1257.68;664.34;1144.68;2682.48;1438.52;1420.54
1136;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;730.25;1866.22;3652.98;2136.88;3044.64;2258.04;640.54;1301.22;12423.74;2436.66;5730.00;758.60;1377.38;934.70;3134.69;4449.13;1737.78;1125.51
1137;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1368.61;2246.63;2152.77;1481.36;1664.64;5446.66;984.89;1743.72;9347.13;3773.45;5291.95;1133.16;1223.92;697.03;2850.75;1617.56;2277.84;1190.65
1138;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1156.36;2836.11;13242.42;1551.04;3844.18;3376.14;1771.71;3971.77;16584.72;1472.38;2976.28;1846.63;1303.72;665.93;1107.36;2267.72;873.11;1590.09
1139;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1124.65;1906.87;5374.24;1028.01;1587.15;4470.26;1626.63;3567.89;16535.74;3285.92;4916.63;1652.13;1520.88;873.29;1989.20;3285.56;1757.49;1376.48
1140;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;715.61;1433.54;2025.91;1416.84;1454.51;2528.75;921.07;1934.66;14687.05;4145.46;6045.63;1255.00;1560.78;1020.83;3472.98;4375.14;2472.18;1279.73
1141;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1042.52;2489.58;6763.93;1321.35;4247.30;2803.70;621.87;967.60;10159.28;2923.21;3256.51;452.18;1339.78;955.43;1611.15;3925.63;1704.68;853.48
1142;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;43;34;251.28;1028.94;5936.46;1074.46;3227.20;1699.00;468.36;956.33;9785.67;2778.32;3766.38;680.07;1078.89;718.57;1973.78;4374.02;1594.13;1182.99
1143;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1157.99;3077.13;2579.48;1655.99;1397.14;5226.00;1523.08;2794.99;14050.31;4934.02;3426.47;1375.94;1311.39;724.15;1857.77;2428.02;2798.89;1319.01
1144;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;452.14;823.73;2014.38;823.26;2087.88;1582.67;641.74;1161.23;16588.14;4013.30;5638.95;729.26;1808.63;1303.95;3280.72;7029.60;2943.23;768.22
1145;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1057.16;2456.67;1721.26;1255.11;1624.41;4327.86;528.56;973.50;17992.60;4409.29;3956.57;866.00;2031.93;1347.81;2174.98;6123.86;2410.21;788.34
1146;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;523.70;843.09;1638.60;1009.94;1321.13;3347.23;574.92;1105.44;17966.40;2481.70;6689.04;1091.64;1963.64;1146.84;3835.61;4787.66;1815.23;1012.48
1147;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1326.32;2809.01;3877.87;1773.85;1985.80;5197.80;815.72;1468.03;9104.51;2991.74;4549.40;896.69;1256.91;757.65;2197.69;2191.49;1738.48;1077.62
1148;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1161.24;3458.51;9861.42;1297.27;3167.59;4933.43;1031.24;1983.47;6175.99;2455.26;1699.58;908.87;848.68;515.20;1020.56;983.09;1740.59;1073.79
1149;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;736.76;1694.89;4158.50;874.88;3865.79;3792.78;1042.68;2226.44;7698.91;3882.12;4319.75;996.87;988.34;634.03;2755.83;1700.51;2709.47;1077.62
1150;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;712.36;1417.09;7481.84;1021.12;2356.13;3985.94;760.94;1298.53;12572.95;3614.37;2270.15;725.20;1724.22;1179.53;916.72;4167.76;1887.05;832.40
1151;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;45;34;883.13;2117.89;7418.41;1874.50;2057.33;3510.79;977.06;2280.61;7542.86;3815.55;2198.32;1294.26;866.33;481.70;1226.62;1342.92;2147.58;1728.02
1152;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;45;34;964.45;2627.03;3626.07;1582.01;2464.92;3883.02;848.83;1640.73;18746.66;2162.55;4994.53;1257.26;1764.13;1050.34;2352.64;3995.13;1567.38;1183.95
1153;30101T5;3To1Ri1Re5Ta;3To;1Ri;1Re;5Ta;5.533333333;37;44;34;1153.11;2235.98;4943.68;855.09;2504.42;4880.56;1215.45;2409.34;9256.01;5272.75;2982.35;1027.56;1108.05;713.78;1990.82;2033.44;3056.60;1042.18
1159;40101T5;4To1Ri1Re5Ta;4To;1Ri;1Re;5Ta;7.4;34;39;33;296.82;1795.56;3128.25;4524.95;12069.78;5844.26;351.57;694.05;13520.65;2546.31;2986.40;853.82;1204.73;582.19;2982.99;3790.00;2534.84;1079.54
1160;40101T5;4To1Ri1Re5Ta;4To;1Ri;1Re;5Ta;7.4;34;40;33;182.97;854.70;3157.08;565.19;1713.08;1894.98;505.08;1020.70;3369.34;3364.73;1193.75;454.89;492.64;373.24;803.95;1468.47;2198.27;1057.50
1161;40101T5;4To1Ri1Re5Ta;4To;1Ri;1Re;5Ta;7.4;34;40;32;197.61;893.42;1258.03;621.10;614.00;1591.84;411.77;775.58;2888.66;2801.33;764.81;369.60;434.32;319.81;1128.46;1035.78;2591.88;913.82
1162;40101T5;4To1Ri1Re5Ta;4To;1Ri;1Re;5Ta;7.4;35;41;32;589.57;1457.74;3862.49;1252.53;2153.45;2138.90;840.40;1983.47;6822.97;3562.48;3090.60;845.24;754.30;478.51;1741.76;1574.96;1948.31;1308.47
