Brix	Messobjekt	Kurz	Tomate	Rispe	Reihe	Tag	Temp0	Temp1	Temp2	A_410	B_435	C_460	D_485	E_510	F_535	G_560	H_585	R_610	I_645	S_680	J_705	T_730	U_760	V_810	W_860	K_900	L_940
continuous	d	string	d	d	d	d	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
class	meta	meta	meta	meta	meta	meta	meta	meta	meta																		
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	2472.93	3864.08	7655.79	2794.97	4093.05	7502.37	2415.26	2401.3	5886.67	975.06	1071.34	620.05	1074.28	570.23	838.84	1435.96	965.35	773.01
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	47	37	1502.79	2322.13	3606.85	2707.22	1994.74	3844.24	2174.45	2464.05	4643.95	788.56	3419.38	522.13	950.74	539.92	2631.71	1543.57	606.25	900.41
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	47	37	2224.09	3064.55	4363.21	2716.69	4834.47	5970.46	2118.47	1874.59	6657.81	732.76	2032.41	555.07	1444.14	854.15	1328.02	2162.35	624.56	682.01
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	1515.8	2266.95	3948.99	1875.36	2359.86	7932.41	1822.28	2186.21	3785.1	752.34	2813.4	394.42	1233.89	689.86	2501.1	1042.5	533.73	718.41
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	47	37	1858.15	2593.15	4823.55	1405.66	3717.5	5546.76	1299.74	1409.03	6660.09	1104.28	2329.83	333.04	1962.1	1538.42	1573.84	4912.09	1042.1	386.03
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	3103.16	3642.42	5282.94	3269.83	4692.89	7367.02	1427.36	1563.5	3302.14	830.17	2539.25	353.35	848.68	371.65	1666.32	730.87	580.9	760.56
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	2715.26	3475.93	3656.83	1826.32	4112.43	6866.48	1288.9	1329.11	4862.65	1299.59	1256.47	277.08	1523.95	1163.58	722.83	3399.9	1013.23	443.5
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	2254.99	2980.34	4328.61	2043.97	3858.33	5139.99	1763.88	1462.13	7054.2	1149.31	1187.68	471.58	1328.27	1008.07	1019.75	3690.23	1210.39	553.66
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	1467.01	2114.01	5708.69	1271.46	4115.41	6635.25	2929.37	2920.5	6459.61	805.21	1586.27	576.73	1524.71	903.59	1685.79	1962.82	804.11	557.49
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	47	37	1953.3	2588.31	4144.08	1872.78	3841.2	6899.62	2240.67	2364.82	4555.1	953.03	1793.66	486.03	1507.83	1045.55	1117.91	2061.46	759.04	601.55
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	2031.36	2777.06	5304.08	1657.71	4487.98	8908.1	1443.62	1524.88	3025.35	1029.88	1659.11	294.68	1421.89	901.2	1178.75	1257.73	739.33	502.89
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	2305.41	3064.55	3916.31	1926.11	2957.46	5479.79	3060.01	2629.79	6427.72	1086.66	1908.99	677.37	1063.54	601.33	1859.4	1827.18	949.16	627.41
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	3130.81	3919.25	5451.12	2837.12	3570.71	8908.8	1269.64	1400.98	4160.99	683.81	2231.7	370.95	1339.78	720.16	2259.35	1254.36	665.4	651.36
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	2176.93	3019.05	5240.65	1975.15	4792	4463.21	2760.81	1903.02	7976.84	746.47	2090.07	646.68	1218.54	860.53	1679.3	3430.17	637.94	480.86
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	48	38	2981.99	3754.7	3619.35	2512.81	3223.48	6037.43	2580.21	1971.67	7553.11	1147.85	1107.76	621.86	1187.85	740.9	792.6	2386.54	764.68	545.04
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	48	37	1693.07	2567.02	2771.69	1546.74	2242.13	6240.46	4618	4897.53	4427.53	1285.39	2049.61	703.09	1124.93	669.12	1543.01	1138.9	853.4	806.54
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	38	1723.16	2238.88	4495.83	1341.14	3865.04	3725.81	2213.58	2192.65	8824.3	1105.26	1565.03	579.44	2512.29	1807.98	949.98	4774.21	678.07	500.97
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	48	38	1406.02	2137.25	3556.88	1700.73	2450.77	3682.1	2782.48	3250.36	5089.32	1766.56	1828.06	589.37	1111.12	843.78	1219.32	2302.47	1415.29	850.6
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	48	38	1766.26	2761.58	3909.59	2460.33	3094.57	5914.06	1669.37	2055.88	3944.57	979.46	2121.43	393.51	1035.92	657.96	1234.73	1378.79	753.41	834.32
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	48	38	1567.03	2350.2	4582.33	1945.9	3165.35	3671.52	1942.68	2331.57	3902.42	1054.84	2290.38	394.42	982.97	797.52	1688.22	2184.77	777.35	734.7
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	48	38	1610.94	2066.59	3777.92	1269.74	3323.32	5398.72	3433.25	2620.13	9142.1	867.37	2223.61	792.89	1903.78	1167.57	1354.8	3228.39	737.22	512.47
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	48	38	1719.91	2294.05	4668.82	1582.01	4218.98	4128.35	3171.98	2717.75	6981.3	1453.77	1094.61	672.4	1289.14	867.7	808.01	2991.87	1342.76	620.71
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	48	38	3026.72	4384.84	4679.39	3305.1	4128.82	10026.9	1465.29	1475	4522.07	867.86	2044.55	381.78	1250.77	733.72	1422.94	1688.18	852.69	606.34
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	48	38	1571.09	2736.41	4126.78	3756.74	3450	5750.5	1445.42	1830.07	3802.18	864.43	2137.62	407.95	695.21	335.76	2071.13	735.36	864.66	917.65
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	42	48	38	2411.13	3460.44	3814.44	2385.49	2593.83	8401.92	3200.88	3280.4	3535.64	1759.7	1983.85	588.92	714.4	433.05	1347.49	751.05	975.91	812.29
5.4	15|1|2	15To1Ri2Re4Ta	15To	1Ri	2Re	4Ta	41	48	37	1106.76	1917.52	3795.22	2261.61	4163.84	11204.2	1509.84	1727.62	6829.81	861.01	1121.92	614.19	3518.28	1656.45	1587.63	2379.82	1367.41	863.05
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	26	32	24	1023.81	1020.23	2127.78	604.76	1719.78	4165.01	1261.81	1241.68	4854.68	745	1354.6	288.82	1025.17	584.58	689.57	807.1	440.78	412.85
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	27	33	25	1026.25	1019.26	2187.37	615.94	1721.27	4167.12	1263.01	1242.75	4841.01	745.98	1374.84	290.62	1034.38	586.98	679.02	799.25	440.08	412.85
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	27	33	24	1241.75	1503.23	3446.36	984.99	2007.41	2780.43	1305.15	1429.41	4732.8	2157.17	1079.43	292.43	609.27	478.51	554.9	1312.66	550.62	376.45
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	27	34	24	1397.07	1594.22	3439.63	1072.74	1991.01	2255.22	1324.42	1443.89	4475.37	1906.55	1068.3	288.37	663.75	545.5	545.97	1318.26	560.48	375.49
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	27	34	24	1310.87	2139.18	2612.16	1206.94	1919.48	2366.61	2541.68	3571.1	6231.8	1032.82	1167.45	884.05	449.66	302.26	630.35	756.65	524.57	546.95
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	28	34	25	1443.42	2217.59	3273.36	1274.9	1885.95	2332.07	1609.17	1643.42	8171.62	1890.89	1324.25	544.24	656.08	571.82	844.52	2396.63	777.35	381.24
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	28	35	25	1305.99	2052.07	3382.93	1163.93	2032.74	2614.06	1262.41	1498.06	5952.73	1301.05	1072.35	366.89	669.89	551.09	526.5	1763.28	403.46	432.01
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	28	35	25	1130.34	1782.01	3590.51	1132.96	2057.33	2678.91	1358.13	2044.62	3706.5	1777.81	1079.43	398.03	420.51	322.2	848.57	723.03	788.62	589.1
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	28	35	25	1300.3	1902.03	3584.75	1190.59	2049.13	2559.77	1300.34	1399.91	3569.82	1855.15	1116.86	278.89	507.22	453.79	846.14	1079.49	709.05	409.97
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	29	36	25	1263.71	2099.5	3385.81	1292.96	2061.06	2416.66	1594.72	1885.85	5688.47	1240.36	1187.68	585.76	412.06	313.43	810.44	1081.74	567.52	472.24
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	29	35	26	1397.88	2032.71	3108.06	1198.34	1974.62	2503.38	1281.68	1386.5	5025.54	1207.56	1140.13	282.5	695.98	653.17	541.92	2283.41	398.53	375.49
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	29	36	26	1371.05	2123.69	3679.89	1168.23	2108.75	2275.67	1756.06	3177.95	7155.58	1266.3	2429.99	621.41	678.33	493.67	1300.44	1465.11	522.46	542.16
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	29	36	26	1201.09	1993.99	3312.77	1187.15	1964.93	2812.86	1656.12	2277.4	3938.87	1018.13	2309.6	447.67	465.01	305.45	1049.76	725.27	406.28	529.71
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	30	36	26	1317.38	2032.71	3469.42	1174.25	2004.43	2156.53	1353.92	1922.86	6319.51	2200.24	1431.49	432.77	645.34	587.77	1015.69	2162.35	647.79	453.08
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	30	36	26	1353.97	2044.32	3647.22	1195.76	2093.84	2173.45	1271.44	1592.46	5893.5	1485.1	1778.48	356.06	705.96	649.98	1327.21	2215.04	506.97	433.92
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	29	36	26	1327.14	2069.49	3152.27	1266.3	1853.16	2625.34	1828.9	2645.34	3698.53	1003.45	2744.61	481.51	399.79	300.67	1096.82	731.99	415.43	521.09
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	30	36	26	1284.85	1980.44	3450.2	1177.69	1946.31	2496.33	1555.59	1871.37	3731.56	1126.31	2773.95	394.42	402.86	299.07	1283.41	731.99	507.67	470.32
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	30	37	26	1275.9	2113.05	3356.98	1200.06	1909.79	2411.73	1448.43	2463.51	4974.28	1527.2	2369.29	474.74	501.08	361.28	1007.58	915.83	556.26	609.21
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	30	37	27	1305.18	1873.96	3088.84	1164.79	2070	2496.33	1790.97	2144.38	3819.27	1545.8	1059.2	464.36	437.39	336.55	512.71	757.78	546.4	465.53
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	30	37	27	1179.95	2044.32	3119.6	1195.76	1844.22	2438.52	1340.67	1742.11	3525.39	2155.7	1348.53	318.15	432.02	378.82	696.06	953.94	683.7	497.14
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	30	37	27	1349.09	2008.51	3315.65	1178.55	2000.7	2329.95	1418.33	1764.63	3609.68	2454.28	1242.31	353.8	474.22	450.6	631.16	1007.75	688.63	422.43
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	31	37	27	1290.54	1878.8	3433.86	1084.78	2024.55	2411.02	1240.74	1361.83	4563.08	908.98	1657.09	278.44	561.7	491.27	1195.79	1411.3	468.95	379.32
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	31	37	27	1397.07	2077.23	3022.53	1206.08	1912.03	2215.74	1792.78	2369.65	6726.15	1646.14	1031.89	630.43	473.45	392.38	498.92	1712.84	495.7	432.96
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	31	38	27	1397.88	2105.3	3629.92	1202.64	2062.55	2370.84	1238.33	1480.9	5278.41	2165	1378.88	300.55	672.19	613.29	848.57	1957.21	604.84	408.06
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	31	38	27	1396.26	2108.21	3335.83	1228.45	1929.17	2487.16	1633.25	2063.39	5508.5	804.72	2834.65	449.02	469.62	405.14	1097.63	1554.78	324.6	438.71
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	31	38	28	1459.69	2188.55	3222.43	1260.27	2005.92	2262.98	1410.51	1521.13	7836.74	1422.45	1265.58	441.8	715.17	642.01	757.71	2748.62	606.25	378.36
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	31	38	28	1097	1901.06	3504.02	1275.76	2017.09	2683.85	1223.28	1551.16	4224.78	1052.4	2589.83	355.16	486.5	322.2	1244.47	747.69	426.7	534.5
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	31	38	28	1303.55	1988.18	3036.94	1215.54	2122.16	2320.08	1886.09	2408.81	5788.71	991.21	1894.82	580.34	532.54	422.69	798.28	1185.99	414.73	468.41
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	32	38	28	1264.52	1964.95	3230.12	1253.39	2166.12	2337	1473.72	1889.61	5689.61	1997.1	1217.02	478.35	458.87	381.22	569.5	1616.44	641.46	463.62
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	31	38	28	1227.93	1778.13	3315.65	1199.2	1905.32	2456.14	1272.04	1382.74	3360.23	1847.32	2009.14	285.21	445.06	369.25	961.34	760.02	496.41	428.17
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	32	38	28	1081.55	2026.9	3297.39	1259.41	1982.07	2486.46	1242.54	1560.28	4641.67	887.93	1869.53	337.1	495.71	359.68	1061.12	915.83	444.3	537.37
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	32	38	28	1399.51	2119.82	3398.3	1225	2013.37	2298.93	1946.89	2527.88	8767.35	1339.72	1669.23	786.12	553.26	381.22	735	1310.41	393.6	426.26
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	32	38	29	1288.92	1707.47	3125.36	1130.38	2072.23	2583.74	1262.41	1373.63	4212.25	796.39	2325.79	279.34	635.36	495.26	997.84	974.12	346.43	423.38
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	32	39	28	1400.32	2066.59	3147.47	1174.25	2045.41	2532.28	1920.41	2493.01	7074.71	1093.02	1184.64	632.69	608.5	438.64	715.53	1456.14	442.89	432.01
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	32	39	28	1444.24	2143.05	3356.98	1249.95	2192.2	2277.08	1641.68	2016.19	8171.62	2262.41	1194.76	572.67	629.99	547.9	737.43	2377.58	691.45	410.93
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	32	39	29	1123.84	1862.35	3509.79	1282.64	1994.74	2468.13	1235.32	1386.5	4230.47	916.32	2078.94	306.87	518.73	431.46	1455.39	1178.14	473.87	471.28
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	32	39	29	1314.13	1670.69	3176.3	1058.11	2011.88	2554.13	1154.65	1298	6666.92	793.95	2098.17	324.02	731.28	575.81	1201.47	1773.37	398.53	369.74
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	32	39	29	1263.71	1745.22	3486.72	1054.67	1997.72	2797.35	1354.52	1585.49	4352.35	2760.21	1054.14	397.58	603.9	437.84	528.94	892.29	635.82	443.5
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	39	29	1472.7	2104.34	3469.42	1239.63	2027.53	2319.38	1795.19	2148.13	5636.07	1623.63	1769.38	554.17	463.48	396.37	786.11	1291.36	478.1	420.51
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	39	29	1389.75	2030.77	3239.73	1213.82	1955.25	2400.45	1299.13	1427.8	6346.85	1052.89	2037.47	435.03	526.4	467.35	835.59	1911.25	364.74	377.41
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	39	29	1317.38	2032.71	3026.37	1202.64	1908.3	2503.38	1412.91	2015.65	5925.39	1193.86	1883.7	500.02	547.88	422.69	758.52	1335.07	448.53	491.39
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	39	29	1474.32	2226.3	2964.86	1284.36	2054.35	2388.46	1110.7	1389.72	12858.9	901.14	1181.61	677.37	824.9	571.82	729.32	2571.5	429.52	381.24
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	39	29	1236.87	1894.29	3154.19	1252.53	1981.33	2310.92	1775.92	1942.71	5970.96	942.75	2213.49	681.88	436.62	303.06	810.44	878.84	404.17	472.24
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	39	29	1414.15	2064.65	3307	1225.86	1956.74	2283.42	1132.98	1308.73	7475.66	1553.63	1573.12	401.64	707.49	597.34	772.31	2152.26	476.69	388.9
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	34	39	29	1201.09	1846.86	3253.18	1097.69	1926.19	3001.79	1223.28	1524.34	3433.13	1578.1	1311.1	281.6	454.27	325.39	812.07	710.69	503.45	481.82
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	40	29	1386.5	2032.71	2791.87	1210.38	1785.36	2634.5	1916.19	2808.93	7301.38	833.6	1679.34	715.73	601.6	405.14	802.33	1312.66	349.95	523.96
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	40	30	1469.45	2114.98	3476.15	1236.19	2019.33	2179.09	1457.46	1644.49	5895.78	1740.12	1330.32	407.5	622.32	582.99	942.68	2267.72	570.34	389.86
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	40	30	1302.74	1969.79	3073.46	1200.06	1821.87	2610.53	1246.76	1462.66	5965.26	1287.35	2041.51	434.58	549.42	368.46	704.98	1029.05	371.07	445.42
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	34	40	30	1384.87	1993.02	3245.49	1170.81	2079.69	2477.29	1750.04	2060.17	6736.41	2012.77	1062.23	572.67	577.04	456.18	509.47	1586.17	514.71	402.31
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	40	30	1184.01	1951.4	3000.42	1151.88	1841.99	2466.01	1644.69	2111.66	3902.42	798.35	2078.94	501.82	399.02	291.1	971.07	703.97	343.61	526.84
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	33	40	30	1376.74	2044.32	2684.24	1128.66	1874.03	2532.28	1217.86	1340.91	4240.72	807.65	1426.43	301	496.47	434.65	570.31	1363.1	328.83	387.94
5.7	01|2|2	1To2Ri2Re4Ta	1To	2Ri	2Re	4Ta	34	40	30	1525.56	2254.37	3618.38	1219.84	1965.68	2441.34	919.87	1282.44	15929.8	1299.59	1690.47	855.17	1115.72	626.85	1508.93	2097.33	690.04	406.14
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	30	35	28	1446.68	2011.41	3146.51	960.05	1578.21	2337.71	825.35	1142.99	22474.8	794.93	5317.24	660.22	1980.52	1220.21	3403.22	4816.81	611.88	412.85
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	30	36	28	1368.61	2104.34	3545.34	1419.42	2078.2	2737.43	1205.22	1509.32	11404.3	2209.05	1689.46	683.68	796.5	579.8	1527.59	2706.02	872.41	500.02
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	31	37	28	1541.01	2451.83	3428.1	1065	2062.55	4607.73	1105.89	1226.66	8072.52	2825.8	1330.32	454.44	959.95	531.95	872.91	1150.11	920.29	483.73
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	31	37	28	1282.41	2100.46	3488.64	1413.4	2024.55	2460.37	1499.6	2026.92	5532.42	3080.34	2412.79	531.6	507.98	324.59	1444.03	770.11	813.26	603.47
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	31	38	28	1685.76	2424.73	3494.41	1248.23	2409.78	3206.94	1407.49	1715.82	9479.26	1311.33	2092.1	621.41	812.62	531.95	1228.24	1752.07	585.13	486.61
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	31	38	28	1436.92	2328.9	3226.27	1294.68	1932.15	2641.55	1998.06	3174.2	7619.18	2404.85	2935.81	737.39	623.08	425.08	1261.5	1303.69	756.23	608.26
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	31	38	28	1554.83	2413.11	3683.74	1422	2625.13	3087.8	1219.07	1426.73	7811.68	816.95	2613.1	428.26	712.1	550.29	1389.68	2046.89	409.8	456.91
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	32	38	28	1663.8	2398.59	3280.09	1251.67	2116.2	2770.56	1247.36	1406.34	6407.22	1399.93	1951.48	337.56	685.24	584.58	887.51	2132.08	528.8	431.05
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	32	39	29	1362.92	2090.78	2889.9	1234.47	2733.17	2307.39	1199.8	1669.16	14623.3	1220.78	1912.02	707.6	1083.49	866.11	1104.12	3976.08	617.52	454.04
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	32	39	29	1410.08	1678.43	3739.48	1138.98	2494.73	2506.2	1924.02	2496.23	7233.04	1895.78	1223.09	664.28	732.05	584.58	734.19	1284.63	843.54	455
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	32	39	29	1528.81	2254.37	2782.26	1455.55	2298.76	2999.68	1209.43	1359.14	6155.48	1867.88	1371.8	333.04	770.41	633.23	636.02	2077.16	594.98	457.87
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	33	39	29	1312.5	1903.97	3491.53	1146.72	2205.61	2731.08	1165.49	1347.88	9008.83	957.44	1650	419.69	812.62	717.77	649	3516.48	397.13	385.07
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	32	39	29	1353.97	1806.21	3781.76	1247.37	2122.9	2651.42	1224.48	1505.57	5890.08	1713.69	1559.97	333.49	808.01	613.29	1083.84	1429.24	706.94	500.02
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	33	39	29	1444.24	2208.87	3283.94	1431.47	2293.54	3032.11	1251.57	1345.2	4299.95	1151.76	3746.15	294.23	588.55	473.73	1642.79	1138.9	532.32	474.15
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	33	39	29	1269.4	2011.41	3463.65	1428.02	2038.7	2447.68	2834.25	3469.19	7451.74	1230.08	2644.46	1001.38	474.99	323	1633.06	966.28	625.97	568.03
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	33	40	29	1565.4	2340.52	3816.36	1539.86	2166.12	3259.82	1184.15	1373.09	8994.02	872.26	2468.43	452.18	771.95	614.09	1169.02	2821.48	349.25	461.7
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	33	40	30	975.02	1943.65	3410.8	1511.47	2126.63	3151.95	1263.61	1515.76	4033.41	1162.04	3758.29	328.08	528.7	339.74	2123.05	721.9	578.09	611.13
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	33	40	30	1452.37	2105.3	3297.39	1322.21	2084.16	2602.78	1241.94	1498.6	7520.08	1282.94	1897.86	379.98	771.18	683.48	1148.74	2866.32	604.14	464.57
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	33	40	30	1310.06	2029.8	3358.9	1272.32	2499.2	2349.69	1328.63	1794.67	11831.4	1393.57	1721.83	669.7	867.1	699.43	974.32	3661.09	660.47	478.94
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	34	40	30	1097.81	1741.35	3776.96	1145.86	2200.4	3832.26	1238.33	1679.35	8725.21	1945.71	1223.09	527.54	992.18	594.15	938.62	1207.28	761.86	556.53
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	33	40	30	1281.6	2055.94	2695.77	1379.85	2532.73	2629.57	1236.52	1574.76	9164.88	1567.34	1577.17	513.55	693.68	561.46	948.36	2654.46	682.3	480.86
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	34	40	30	1481.64	2436.34	3475.19	1357.48	2269.7	3198.48	2629.57	3131.29	8234.27	954.99	3869.57	970.7	616.95	393.18	1762.05	1044.74	470.35	512.47
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	34	40	30	1461.31	2143.05	3576.1	1606.1	2333.03	2677.5	1359.94	1706.17	6759.19	1036.24	3715.8	527.99	600.06	402.75	1788.01	1311.53	530.2	551.74
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	34	41	30	1311.69	1802.33	3417.52	1282.64	2423.2	3227.39	1271.44	1630.01	6951.69	1199.24	3008.65	454.89	890.89	614.89	1961.62	1421.39	609.77	534.5
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	34	41	30	1392.19	2094.66	3293.55	1339.42	2085.65	2591.5	1267.83	1531.32	6439.11	2082.76	1791.64	383.13	693.68	567.04	799.09	1958.33	596.39	500.97
6.43333	02|2|2	2To2Ri2Re4Ta	2To	2Ri	2Re	4Ta	34	41	30	1486.52	2181.77	3197.44	1105.43	2454.49	3388.83	1222.68	1389.18	7145.33	1326.51	1564.01	385.39	676.8	579	781.24	2509.85	509.08	395.61
